Date,Time,Air Quality Index,PM2.5,PM10,AQI Category
2024-06-21,02:00:00,101,75.5,120.8,Moderate
2024-06-21,03:00:00,100,75.0,120.0,Satisfactory
2024-06-22,04:00:00,139,94.5,151.2,Moderate
2024-06-22,05:00:00,124,87.0,139.2,Moderate
2024-06-22,06:00:00,158,104.0,166.4,Moderate
2024-06-22,07:00:00,186,93.0,148.8,Moderate
2024-06-22,08:00:00,249,124.5,199.2,Poor
2024-06-22,09:00:00,219,109.5,175.2,Poor
2024-06-22,10:00:00,156,78.0,124.8,Moderate
2024-06-22,11:00:00,153,76.5,122.4,Moderate
2024-06-22,12:00:00,248,124.0,198.4,Poor
2024-06-22,13:00:00,190,95.0,152.0,Moderate
2024-06-22,14:00:00,210,105.0,168.0,Poor
2024-06-22,15:00:00,183,91.5,146.4,Moderate
2024-06-22,16:00:00,178,89.0,142.4,Moderate
2024-06-22,17:00:00,218,109.0,174.4,Poor
2024-06-22,18:00:00,176,88.0,140.8,Moderate
2024-06-22,19:00:00,246,123.0,196.8,Poor
2024-06-22,20:00:00,151,100.5,160.8,Moderate
2024-06-22,21:00:00,173,111.5,178.4,Moderate
2024-06-22,22:00:00,153,101.5,162.4,Moderate
2024-06-22,23:00:00,169,109.5,175.2,Moderate
2024-06-22,00:00:00,133,91.5,146.4,Moderate
2024-06-22,01:00:00,107,78.5,125.6,Moderate
2024-06-22,02:00:00,194,122.0,195.2,Moderate
2024-06-22,03:00:00,172,111.0,177.6,Moderate
2024-06-23,04:00:00,184,117.0,187.2,Moderate
2024-06-23,05:00:00,107,78.5,125.6,Moderate
2024-06-23,06:00:00,167,108.5,173.6,Moderate
2024-06-23,07:00:00,235,117.5,188.0,Poor
2024-06-23,08:00:00,241,120.5,192.8,Poor
2024-06-23,09:00:00,217,108.5,173.6,Poor
2024-06-23,10:00:00,234,117.0,187.2,Poor
2024-06-23,11:00:00,221,110.5,176.8,Poor
2024-06-23,12:00:00,233,116.5,186.4,Poor
2024-06-23,13:00:00,245,122.5,196.0,Poor
2024-06-23,14:00:00,150,75.0,120.0,Moderate
2024-06-23,15:00:00,155,77.5,124.0,Moderate
2024-06-23,16:00:00,241,120.5,192.8,Poor
2024-06-23,17:00:00,180,90.0,144.0,Moderate
2024-06-23,18:00:00,223,111.5,178.4,Poor
2024-06-23,19:00:00,233,116.5,186.4,Poor
2024-06-23,20:00:00,107,78.5,125.6,Moderate
2024-06-23,21:00:00,121,85.5,136.8,Moderate
2024-06-23,22:00:00,192,121.0,193.6,Moderate
2024-06-23,23:00:00,108,79.0,126.4,Moderate
2024-06-23,00:00:00,143,96.5,154.4,Moderate
2024-06-23,01:00:00,146,98.0,156.8,Moderate
2024-06-23,02:00:00,100,75.0,120.0,Satisfactory
2024-06-23,03:00:00,151,100.5,160.8,Moderate
2024-06-24,04:00:00,138,94.0,150.4,Moderate
2024-06-24,05:00:00,189,119.5,191.2,Moderate
2024-06-24,06:00:00,174,112.0,179.2,Moderate
2024-06-24,07:00:00,248,124.0,198.4,Poor
2024-06-24,08:00:00,237,118.5,189.6,Poor
2024-06-24,09:00:00,246,123.0,196.8,Poor
2024-06-24,10:00:00,233,116.5,186.4,Poor
2024-06-24,11:00:00,176,88.0,140.8,Moderate
2024-06-24,12:00:00,228,114.0,182.4,Poor
2024-06-24,13:00:00,182,91.0,145.6,Moderate
2024-06-24,14:00:00,220,110.0,176.0,Poor
2024-06-24,15:00:00,247,123.5,197.6,Poor
2024-06-24,16:00:00,194,97.0,155.2,Moderate
2024-06-24,17:00:00,209,104.5,167.2,Poor
2024-06-24,18:00:00,207,103.5,165.6,Poor
2024-06-24,19:00:00,200,100.0,160.0,Moderate
2024-06-24,20:00:00,145,97.5,156.0,Moderate
2024-06-24,21:00:00,104,77.0,123.2,Moderate
2024-06-24,22:00:00,157,103.5,165.6,Moderate
2024-06-24,23:00:00,193,121.5,194.4,Moderate
2024-06-24,00:00:00,191,120.5,192.8,Moderate
2024-06-24,01:00:00,117,83.5,133.6,Moderate
2024-06-24,02:00:00,135,92.5,148.0,Moderate
2024-06-24,03:00:00,166,108.0,172.8,Moderate
2024-06-25,04:00:00,120,85.0,136.0,Moderate
2024-06-25,05:00:00,145,97.5,156.0,Moderate
2024-06-25,06:00:00,157,103.5,165.6,Moderate
2024-06-25,07:00:00,229,114.5,183.2,Poor
2024-06-25,08:00:00,186,93.0,148.8,Moderate
2024-06-25,09:00:00,212,106.0,169.6,Poor
2024-06-25,10:00:00,154,77.0,123.2,Moderate
2024-06-25,11:00:00,227,113.5,181.6,Poor
2024-06-25,12:00:00,180,90.0,144.0,Moderate
2024-06-25,13:00:00,237,118.5,189.6,Poor
2024-06-25,14:00:00,248,124.0,198.4,Poor
2024-06-25,15:00:00,185,92.5,148.0,Moderate
2024-06-25,16:00:00,223,111.5,178.4,Poor
2024-06-25,17:00:00,240,120.0,192.0,Poor
2024-06-25,18:00:00,205,102.5,164.0,Poor
2024-06-25,19:00:00,176,88.0,140.8,Moderate
2024-06-25,20:00:00,122,86.0,137.6,Moderate
2024-06-25,21:00:00,176,113.0,180.8,Moderate
2024-06-25,22:00:00,179,114.5,183.2,Moderate
2024-06-25,23:00:00,198,124.0,198.4,Moderate
2024-06-25,00:00:00,190,120.0,192.0,Moderate
2024-06-25,01:00:00,151,100.5,160.8,Moderate
2024-06-25,02:00:00,146,98.0,156.8,Moderate
2024-06-25,03:00:00,180,115.0,184.0,Moderate
2024-06-26,04:00:00,161,105.5,168.8,Moderate
2024-06-26,05:00:00,160,105.0,168.0,Moderate
2024-06-26,06:00:00,147,98.5,157.6,Moderate
2024-06-26,07:00:00,150,75.0,120.0,Moderate
2024-06-26,08:00:00,160,80.0,128.0,Moderate
2024-06-26,09:00:00,225,112.5,180.0,Poor
2024-06-26,10:00:00,163,81.5,130.4,Moderate
2024-06-26,11:00:00,221,110.5,176.8,Poor
2024-06-26,12:00:00,244,122.0,195.2,Poor
2024-06-26,13:00:00,156,78.0,124.8,Moderate
2024-06-26,14:00:00,195,97.5,156.0,Moderate
2024-06-26,15:00:00,180,90.0,144.0,Moderate
2024-06-26,16:00:00,165,82.5,132.0,Moderate
2024-06-26,17:00:00,191,95.5,152.8,Moderate
2024-06-26,18:00:00,188,94.0,150.4,Moderate
2024-06-26,19:00:00,203,101.5,162.4,Poor
2024-06-26,20:00:00,143,96.5,154.4,Moderate
2024-06-26,21:00:00,182,116.0,185.6,Moderate
2024-06-26,22:00:00,107,78.5,125.6,Moderate
2024-06-26,23:00:00,192,121.0,193.6,Moderate
2024-06-26,00:00:00,165,107.5,172.0,Moderate
2024-06-26,01:00:00,141,95.5,152.8,Moderate
2024-06-26,02:00:00,166,108.0,172.8,Moderate
2024-06-26,03:00:00,192,121.0,193.6,Moderate
2024-06-27,04:00:00,178,114.0,182.4,Moderate
2024-06-27,05:00:00,191,120.5,192.8,Moderate
2024-06-27,06:00:00,200,125.0,200.0,Moderate
2024-06-27,07:00:00,181,90.5,144.8,Moderate
2024-06-27,08:00:00,243,121.5,194.4,Poor
2024-06-27,09:00:00,200,100.0,160.0,Moderate
2024-06-27,10:00:00,196,98.0,156.8,Moderate
2024-06-27,11:00:00,243,121.5,194.4,Poor
2024-06-27,12:00:00,183,91.5,146.4,Moderate
2024-06-27,13:00:00,162,81.0,129.6,Moderate
2024-06-27,14:00:00,246,123.0,196.8,Poor
2024-06-27,15:00:00,230,115.0,184.0,Poor
2024-06-27,16:00:00,216,108.0,172.8,Poor
2024-06-27,17:00:00,222,111.0,177.6,Poor
2024-06-27,18:00:00,160,80.0,128.0,Moderate
2024-06-27,19:00:00,240,120.0,192.0,Poor
2024-06-27,20:00:00,127,88.5,141.6,Moderate
2024-06-27,21:00:00,156,103.0,164.8,Moderate
2024-06-27,22:00:00,165,107.5,172.0,Moderate
2024-06-27,23:00:00,164,107.0,171.2,Moderate
2024-06-27,00:00:00,169,109.5,175.2,Moderate
2024-06-27,01:00:00,188,119.0,190.4,Moderate
2024-06-27,02:00:00,134,92.0,147.2,Moderate
2024-06-27,03:00:00,179,114.5,183.2,Moderate
2024-06-28,04:00:00,103,76.5,122.4,Moderate
2024-06-28,05:00:00,160,105.0,168.0,Moderate
2024-06-28,06:00:00,137,93.5,149.6,Moderate
2024-06-28,07:00:00,193,96.5,154.4,Moderate
2024-06-28,08:00:00,233,116.5,186.4,Poor
2024-06-28,09:00:00,238,119.0,190.4,Poor
2024-06-28,10:00:00,220,110.0,176.0,Poor
2024-06-28,11:00:00,170,85.0,136.0,Moderate
2024-06-28,12:00:00,156,78.0,124.8,Moderate
2024-06-28,13:00:00,178,89.0,142.4,Moderate
2024-06-28,14:00:00,156,78.0,124.8,Moderate
2024-06-28,15:00:00,216,108.0,172.8,Poor
2024-06-28,16:00:00,242,121.0,193.6,Poor
2024-06-28,17:00:00,242,121.0,193.6,Poor
2024-06-28,18:00:00,219,109.5,175.2,Poor
2024-06-28,19:00:00,223,111.5,178.4,Poor
2024-06-28,20:00:00,200,125.0,200.0,Moderate
2024-06-28,21:00:00,154,102.0,163.2,Moderate
2024-06-28,22:00:00,177,113.5,181.6,Moderate
2024-06-28,23:00:00,121,85.5,136.8,Moderate
2024-06-28,00:00:00,131,90.5,144.8,Moderate
2024-06-28,01:00:00,181,115.5,184.8,Moderate
2024-06-28,02:00:00,135,92.5,148.0,Moderate
2024-06-28,03:00:00,108,79.0,126.4,Moderate
2024-06-29,04:00:00,125,87.5,140.0,Moderate
2024-06-29,05:00:00,121,85.5,136.8,Moderate
2024-06-29,06:00:00,145,97.5,156.0,Moderate
2024-06-29,07:00:00,236,118.0,188.8,Poor
2024-06-29,08:00:00,166,83.0,132.8,Moderate
2024-06-29,09:00:00,175,87.5,140.0,Moderate
2024-06-29,10:00:00,187,93.5,149.6,Moderate
2024-06-29,11:00:00,151,75.5,120.8,Moderate
2024-06-29,12:00:00,155,77.5,124.0,Moderate
2024-06-29,13:00:00,220,110.0,176.0,Poor
2024-06-29,14:00:00,162,81.0,129.6,Moderate
2024-06-29,15:00:00,240,120.0,192.0,Poor
2024-06-29,16:00:00,224,112.0,179.2,Poor
2024-06-29,17:00:00,204,102.0,163.2,Poor
2024-06-29,18:00:00,228,114.0,182.4,Poor
2024-06-29,19:00:00,212,106.0,169.6,Poor
2024-06-29,20:00:00,172,111.0,177.6,Moderate
2024-06-29,21:00:00,171,110.5,176.8,Moderate
2024-06-29,22:00:00,145,97.5,156.0,Moderate
2024-06-29,23:00:00,105,77.5,124.0,Moderate
2024-06-29,00:00:00,147,98.5,157.6,Moderate
2024-06-29,01:00:00,159,104.5,167.2,Moderate
2024-06-29,02:00:00,142,96.0,153.6,Moderate
2024-06-29,03:00:00,167,108.5,173.6,Moderate
2024-06-30,04:00:00,110,80.0,128.0,Moderate
2024-06-30,05:00:00,157,103.5,165.6,Moderate
2024-06-30,06:00:00,191,120.5,192.8,Moderate
2024-06-30,07:00:00,239,119.5,191.2,Poor
2024-06-30,08:00:00,153,76.5,122.4,Moderate
2024-06-30,09:00:00,228,114.0,182.4,Poor
2024-06-30,10:00:00,232,116.0,185.6,Poor
2024-06-30,11:00:00,219,109.5,175.2,Poor
2024-06-30,12:00:00,208,104.0,166.4,Poor
2024-06-30,13:00:00,154,77.0,123.2,Moderate
2024-06-30,14:00:00,167,83.5,133.6,Moderate
2024-06-30,15:00:00,219,109.5,175.2,Poor
2024-06-30,16:00:00,213,106.5,170.4,Poor
2024-06-30,17:00:00,244,122.0,195.2,Poor
2024-06-30,18:00:00,174,87.0,139.2,Moderate
2024-06-30,19:00:00,153,76.5,122.4,Moderate
2024-06-30,20:00:00,169,109.5,175.2,Moderate
2024-06-30,21:00:00,140,95.0,152.0,Moderate
2024-06-30,22:00:00,136,93.0,148.8,Moderate
2024-06-30,23:00:00,158,104.0,166.4,Moderate
2024-06-30,00:00:00,149,99.5,159.2,Moderate
2024-06-30,01:00:00,155,102.5,164.0,Moderate
2024-06-30,02:00:00,124,87.0,139.2,Moderate
2024-06-30,03:00:00,133,91.5,146.4,Moderate
2024-07-01,04:00:00,118,84.0,134.4,Moderate
2024-07-01,05:00:00,197,123.5,197.6,Moderate
2024-07-01,06:00:00,178,114.0,182.4,Moderate
2024-07-01,07:00:00,157,78.5,125.6,Moderate
2024-07-01,08:00:00,203,101.5,162.4,Poor
2024-07-01,09:00:00,196,98.0,156.8,Moderate
2024-07-01,10:00:00,183,91.5,146.4,Moderate
2024-07-01,11:00:00,231,115.5,184.8,Poor
2024-07-01,12:00:00,179,89.5,143.2,Moderate
2024-07-01,13:00:00,162,81.0,129.6,Moderate
2024-07-01,14:00:00,196,98.0,156.8,Moderate
2024-07-01,15:00:00,182,91.0,145.6,Moderate
2024-07-01,16:00:00,184,92.0,147.2,Moderate
2024-07-01,17:00:00,237,118.5,189.6,Poor
2024-07-01,18:00:00,175,87.5,140.0,Moderate
2024-07-01,19:00:00,196,98.0,156.8,Moderate
2024-07-01,20:00:00,152,101.0,161.6,Moderate
2024-07-01,21:00:00,164,107.0,171.2,Moderate
2024-07-01,22:00:00,176,113.0,180.8,Moderate
2024-07-01,23:00:00,173,111.5,178.4,Moderate
2024-07-01,00:00:00,118,84.0,134.4,Moderate
2024-07-01,01:00:00,104,77.0,123.2,Moderate
2024-07-01,02:00:00,107,78.5,125.6,Moderate
2024-07-01,03:00:00,103,76.5,122.4,Moderate
